id,phone_number,receiver,starttimestamp,endtimestamp,call_length,direction
12285,796-387-5648,206-578-3516,4/22/2019 14:21,4/22/2019 15:03,0:42:26,incoming
12286,930-883-1524,340-659-7071,8/23/2017 0:14,8/23/2017 0:38,0:23:06,incoming
12287,206-578-3516,140-766-7286,2/27/2018 17:27,2/27/2018 17:43,0:16:14,outgoing
12288,140-766-7286,928-557-7876,1/30/2017 13:05,1/30/2017 13:44,0:38:44,incoming
12289,982-776-6449,263-435-6327,4/2/2019 4:07,4/2/2019 4:07,0:00:00,missed call
12290,140-766-7286,982-776-6449,1/5/2017 9:31,1/5/2017 9:36,0:05:10,outgoing
12291,263-435-6327,140-766-7286,1/27/2019 12:01,1/27/2019 12:01,0:00:00,missed call
12292,340-659-7071,263-435-6327,9/17/2017 12:16,9/17/2017 12:56,0:40:22,incoming
12293,767-924-6502,340-659-7071,11/29/2018 21:02,11/29/2018 21:17,0:14:58,incoming
12294,263-435-6327,767-924-6502,10/8/2018 17:11,10/8/2018 17:42,0:30:32,incoming
12295,263-435-6327,930-883-1524,4/22/2017 0:17,4/22/2017 0:17,0:00:00,missed call
12296,263-435-6327,140-766-7286,3/1/2019 19:54,3/1/2019 20:14,0:19:46,outgoing
12297,325-139-4088,928-557-7876,7/5/2018 3:08,7/5/2018 4:07,0:59:13,outgoing
12298,930-883-1524,767-924-6502,2/10/2017 5:24,2/10/2017 5:39,0:14:33,incoming
12299,930-883-1524,767-924-6502,2/6/2019 2:34,2/6/2019 2:34,0:00:00,missed call
12300,767-924-6502,796-387-5648,5/21/2017 5:40,5/21/2017 6:06,0:25:52,incoming
12301,263-435-6327,325-139-4088,5/6/2017 23:44,5/7/2017 0:32,0:47:32,incoming
12302,930-883-1524,263-435-6327,1/3/2018 22:43,1/3/2018 22:45,0:02:56,outgoing
12303,928-557-7876,140-766-7286,12/23/2018 19:54,12/23/2018 20:29,0:34:29,outgoing
12304,928-557-7876,796-387-5648,9/22/2017 10:49,9/22/2017 11:08,0:18:37,outgoing
12305,340-659-7071,930-883-1524,2/21/2017 5:52,2/21/2017 5:53,0:00:56,outgoing
12306,930-883-1524,767-924-6502,6/7/2018 19:24,6/7/2018 19:24,0:00:00,missed call
12307,206-578-3516,263-435-6327,3/5/2019 19:20,3/5/2019 19:53,0:33:07,incoming
12308,325-139-4088,928-557-7876,11/4/2017 13:30,11/4/2017 14:13,0:43:10,outgoing
12309,796-387-5648,767-924-6502,9/2/2017 13:05,9/2/2017 13:47,0:42:04,incoming
12310,340-659-7071,928-557-7876,12/29/2018 6:53,12/29/2018 7:04,0:10:32,outgoing
12311,140-766-7286,982-776-6449,5/11/2018 20:18,5/11/2018 20:26,0:08:00,outgoing
12312,982-776-6449,796-387-5648,7/29/2017 22:42,7/29/2017 23:02,0:19:02,incoming
12313,928-557-7876,340-659-7071,1/12/2017 8:30,1/12/2017 8:35,0:05:01,outgoing
12314,206-578-3516,263-435-6327,11/19/2018 8:44,11/19/2018 8:54,0:09:50,outgoing
12315,982-776-6449,930-883-1524,5/20/2017 8:14,5/20/2017 8:21,0:06:59,outgoing
12316,325-139-4088,206-578-3516,5/18/2019 15:33,5/18/2019 15:41,0:07:46,incoming
12317,982-776-6449,796-387-5648,3/2/2018 14:31,3/2/2018 15:30,0:59:12,outgoing
12318,767-924-6502,928-557-7876,9/24/2017 12:25,9/24/2017 13:04,0:39:39,incoming
12319,206-578-3516,325-139-4088,7/11/2018 3:56,7/11/2018 4:05,0:08:29,incoming
12320,796-387-5648,263-435-6327,11/25/2017 2:43,11/25/2017 3:23,0:40:29,incoming
12321,767-924-6502,325-139-4088,1/8/2019 13:25,1/8/2019 13:54,0:29:15,incoming
12322,796-387-5648,982-776-6449,3/23/2017 16:15,3/23/2017 16:45,0:29:18,outgoing
12323,928-557-7876,206-578-3516,8/20/2017 8:01,8/20/2017 8:26,0:24:26,outgoing
12324,325-139-4088,206-578-3516,7/6/2018 0:37,7/6/2018 0:54,0:17:41,outgoing
12325,796-387-5648,263-435-6327,8/10/2017 6:15,8/10/2017 6:15,0:00:00,missed call
12326,263-435-6327,206-578-3516,4/8/2017 23:02,4/9/2017 0:00,0:57:38,outgoing
12327,340-659-7071,140-766-7286,2/8/2017 14:43,2/8/2017 14:43,0:00:00,missed call
12328,140-766-7286,263-435-6327,1/10/2019 2:29,1/10/2019 3:11,0:41:57,incoming
12329,930-883-1524,340-659-7071,9/2/2018 23:51,9/2/2018 23:51,0:00:00,missed call
12330,982-776-6449,263-435-6327,8/11/2017 0:24,8/11/2017 0:24,0:00:00,missed call
12331,982-776-6449,767-924-6502,7/3/2017 16:13,7/3/2017 16:49,0:36:15,outgoing
12332,930-883-1524,140-766-7286,3/7/2018 11:31,3/7/2018 11:44,0:13:13,outgoing
12333,206-578-3516,340-659-7071,1/18/2017 2:34,1/18/2017 2:34,0:00:00,missed call
12334,930-883-1524,928-557-7876,10/23/2017 9:41,10/23/2017 10:35,0:53:33,outgoing
12335,263-435-6327,206-578-3516,2/12/2018 14:28,2/12/2018 15:01,0:32:49,incoming
12336,140-766-7286,930-883-1524,5/26/2019 2:24,5/26/2019 2:27,0:02:47,incoming
12337,263-435-6327,340-659-7071,7/8/2018 21:41,7/8/2018 21:44,0:02:13,outgoing
12338,206-578-3516,982-776-6449,1/1/2018 18:44,1/1/2018 19:00,0:15:19,outgoing
12339,140-766-7286,928-557-7876,5/25/2017 10:19,5/25/2017 11:10,0:50:39,outgoing
12340,206-578-3516,796-387-5648,12/5/2018 9:18,12/5/2018 9:31,0:13:18,incoming
12341,325-139-4088,767-924-6502,8/12/2018 3:38,8/12/2018 4:23,0:45:25,outgoing
12342,140-766-7286,928-557-7876,2/24/2018 10:30,2/24/2018 10:44,0:14:42,outgoing
12343,206-578-3516,930-883-1524,5/8/2018 14:43,5/8/2018 15:08,0:25:19,outgoing
12344,340-659-7071,263-435-6327,12/4/2017 23:39,12/5/2017 0:14,0:35:16,outgoing
12345,206-578-3516,325-139-4088,7/17/2018 20:56,7/17/2018 21:39,0:42:36,outgoing
12346,206-578-3516,796-387-5648,6/4/2018 10:23,6/4/2018 10:31,0:07:55,incoming
12347,263-435-6327,767-924-6502,7/30/2018 10:09,7/30/2018 10:30,0:21:34,outgoing
12348,263-435-6327,325-139-4088,4/25/2018 18:25,4/25/2018 18:25,0:00:00,missed call
12349,206-578-3516,340-659-7071,5/16/2019 6:10,5/16/2019 6:38,0:27:11,incoming
12350,325-139-4088,796-387-5648,6/4/2017 8:27,6/4/2017 8:27,0:00:00,missed call
12351,206-578-3516,796-387-5648,5/2/2018 23:54,5/3/2018 0:45,0:50:58,outgoing
12352,263-435-6327,340-659-7071,2/8/2017 23:39,2/8/2017 23:47,0:07:56,outgoing
12353,340-659-7071,982-776-6449,3/11/2018 4:08,3/11/2018 4:25,0:17:35,incoming
12354,982-776-6449,140-766-7286,3/21/2017 3:39,3/21/2017 4:26,0:47:14,outgoing
12355,930-883-1524,928-557-7876,9/19/2018 22:36,9/19/2018 23:32,0:55:52,incoming
12356,796-387-5648,140-766-7286,3/3/2019 13:54,3/3/2019 14:37,0:42:24,outgoing
12357,930-883-1524,140-766-7286,11/8/2017 10:14,11/8/2017 10:59,0:44:57,outgoing
12358,140-766-7286,206-578-3516,7/5/2017 2:10,7/5/2017 2:40,0:29:37,incoming
12359,263-435-6327,206-578-3516,3/13/2018 23:44,3/13/2018 23:44,0:00:00,missed call
12360,263-435-6327,930-883-1524,6/26/2017 6:58,6/26/2017 7:49,0:50:55,incoming
12361,340-659-7071,325-139-4088,7/27/2017 14:02,7/27/2017 14:02,0:00:00,missed call
12362,796-387-5648,340-659-7071,1/13/2017 8:16,1/13/2017 8:47,0:30:21,incoming
12363,206-578-3516,796-387-5648,5/17/2017 12:38,5/17/2017 12:38,0:00:00,missed call
12364,982-776-6449,796-387-5648,10/8/2018 23:56,10/9/2018 0:50,0:54:14,incoming
12365,340-659-7071,928-557-7876,5/23/2018 9:23,5/23/2018 10:21,0:58:22,outgoing
12366,796-387-5648,928-557-7876,7/16/2017 13:19,7/16/2017 13:19,0:00:00,missed call
12367,982-776-6449,340-659-7071,7/22/2017 23:14,7/22/2017 23:14,0:00:00,missed call
12368,982-776-6449,340-659-7071,10/20/2018 17:36,10/20/2018 18:30,0:54:17,outgoing
12369,928-557-7876,796-387-5648,6/14/2017 16:31,6/14/2017 17:26,0:54:29,incoming
12370,325-139-4088,982-776-6449,9/23/2018 7:07,9/23/2018 7:28,0:21:09,incoming
12371,767-924-6502,263-435-6327,4/1/2018 0:21,4/1/2018 0:50,0:29:06,incoming
12372,263-435-6327,206-578-3516,2/7/2017 18:14,2/7/2017 18:29,0:15:46,outgoing
12373,140-766-7286,263-435-6327,12/4/2018 12:15,12/4/2018 13:10,0:55:42,outgoing
12374,140-766-7286,340-659-7071,2/27/2019 20:36,2/27/2019 21:30,0:54:19,outgoing
12375,263-435-6327,340-659-7071,1/26/2019 23:21,1/26/2019 23:21,0:00:00,missed call
12376,930-883-1524,206-578-3516,3/26/2018 13:23,3/26/2018 14:01,0:38:20,outgoing
12377,928-557-7876,325-139-4088,4/6/2019 5:38,4/6/2019 6:32,0:53:58,incoming
12378,140-766-7286,767-924-6502,8/20/2018 15:50,8/20/2018 15:50,0:00:00,missed call
12379,206-578-3516,325-139-4088,11/19/2017 0:17,11/19/2017 0:19,0:02:22,incoming
12380,340-659-7071,206-578-3516,10/9/2018 8:28,10/9/2018 8:28,0:00:00,missed call
12381,982-776-6449,263-435-6327,9/18/2018 3:38,9/18/2018 3:38,0:00:00,missed call
12382,982-776-6449,325-139-4088,6/21/2017 2:27,6/21/2017 2:27,0:00:00,missed call
12383,928-557-7876,982-776-6449,5/18/2019 3:18,5/18/2019 3:18,0:00:00,missed call
12384,206-578-3516,263-435-6327,1/1/2018 19:05,1/1/2018 19:06,0:01:20,outgoing
12385,140-766-7286,930-883-1524,11/24/2018 5:01,11/24/2018 5:08,0:06:16,outgoing
12386,263-435-6327,982-776-6449,7/9/2018 12:22,7/9/2018 12:22,0:00:00,missed call
12387,206-578-3516,928-557-7876,8/27/2017 14:06,8/27/2017 14:06,0:00:25,incoming
12388,206-578-3516,928-557-7876,10/10/2018 0:09,10/10/2018 0:19,0:10:00,outgoing
12389,928-557-7876,796-387-5648,7/14/2017 22:23,7/14/2017 23:18,0:55:30,incoming
12390,930-883-1524,263-435-6327,2/3/2019 1:43,2/3/2019 2:20,0:37:03,incoming
12391,340-659-7071,796-387-5648,6/22/2017 19:33,6/22/2017 19:38,0:05:00,outgoing
12392,140-766-7286,340-659-7071,11/26/2017 6:40,11/26/2017 7:19,0:39:15,outgoing
12393,140-766-7286,930-883-1524,4/23/2017 14:58,4/23/2017 15:32,0:34:16,incoming
12394,140-766-7286,325-139-4088,8/15/2017 22:59,8/15/2017 23:53,0:54:02,outgoing
12395,263-435-6327,930-883-1524,4/12/2019 17:54,4/12/2019 17:54,0:00:00,missed call
12396,206-578-3516,930-883-1524,11/25/2018 16:11,11/25/2018 16:47,0:36:11,outgoing
12397,796-387-5648,930-883-1524,11/12/2017 13:35,11/12/2017 13:38,0:02:53,outgoing
12398,340-659-7071,767-924-6502,5/15/2019 22:11,5/15/2019 22:25,0:13:49,incoming
12399,206-578-3516,982-776-6449,2/7/2017 20:42,2/7/2017 21:14,0:32:02,incoming
12400,325-139-4088,930-883-1524,4/17/2019 7:33,4/17/2019 8:14,0:40:45,incoming
12401,767-924-6502,206-578-3516,4/22/2018 15:46,4/22/2018 15:46,0:00:00,missed call
12402,767-924-6502,928-557-7876,3/23/2018 15:14,3/23/2018 16:00,0:45:55,outgoing
12403,982-776-6449,340-659-7071,8/31/2017 13:54,8/31/2017 13:54,0:00:00,missed call
12404,796-387-5648,140-766-7286,11/6/2017 14:25,11/6/2017 14:50,0:24:18,outgoing
12405,982-776-6449,263-435-6327,10/26/2018 21:17,10/26/2018 21:17,0:00:00,missed call
12406,140-766-7286,930-883-1524,4/27/2019 0:45,4/27/2019 1:31,0:46:37,outgoing
12407,263-435-6327,928-557-7876,7/15/2017 11:25,7/15/2017 12:11,0:46:27,outgoing
12408,796-387-5648,140-766-7286,11/24/2018 5:41,11/24/2018 5:41,0:00:00,missed call
12409,767-924-6502,206-578-3516,7/27/2018 19:32,7/27/2018 19:32,0:00:00,missed call
12410,796-387-5648,263-435-6327,7/13/2018 21:51,7/13/2018 22:32,0:41:05,incoming
12411,140-766-7286,340-659-7071,8/18/2018 17:37,8/18/2018 17:37,0:00:00,missed call
12412,340-659-7071,325-139-4088,4/18/2018 19:14,4/18/2018 19:39,0:24:41,incoming
12413,206-578-3516,340-659-7071,3/7/2019 0:01,3/7/2019 0:20,0:18:51,outgoing
12414,140-766-7286,340-659-7071,9/9/2018 13:44,9/9/2018 13:44,0:00:00,missed call
12415,796-387-5648,928-557-7876,1/9/2019 18:05,1/9/2019 18:33,0:27:13,outgoing
12416,930-883-1524,325-139-4088,7/3/2018 2:14,7/3/2018 2:14,0:00:00,missed call
12417,930-883-1524,340-659-7071,12/24/2018 17:56,12/24/2018 17:56,0:00:00,missed call
12418,140-766-7286,928-557-7876,11/24/2018 20:23,11/24/2018 20:23,0:00:00,missed call
12419,796-387-5648,930-883-1524,5/15/2018 19:35,5/15/2018 20:05,0:30:37,outgoing
12420,340-659-7071,796-387-5648,6/19/2017 18:01,6/19/2017 18:01,0:00:00,missed call
12421,796-387-5648,325-139-4088,1/23/2018 12:41,1/23/2018 13:11,0:29:42,incoming
12422,982-776-6449,140-766-7286,1/8/2017 2:08,1/8/2017 2:08,0:00:00,missed call
12423,928-557-7876,263-435-6327,2/25/2017 1:21,2/25/2017 1:43,0:22:36,outgoing
12424,767-924-6502,263-435-6327,3/15/2018 1:32,3/15/2018 1:32,0:00:00,missed call
12425,325-139-4088,263-435-6327,5/28/2017 20:19,5/28/2017 21:17,0:58:29,incoming
12426,767-924-6502,140-766-7286,3/12/2019 17:28,3/12/2019 18:15,0:47:18,incoming
12427,140-766-7286,263-435-6327,2/15/2017 19:07,2/15/2017 19:13,0:06:30,outgoing
12428,140-766-7286,982-776-6449,8/5/2017 8:18,8/5/2017 8:18,0:00:00,missed call
12429,930-883-1524,263-435-6327,3/3/2017 1:09,3/3/2017 1:36,0:26:55,outgoing
12430,140-766-7286,325-139-4088,1/28/2018 22:25,1/28/2018 23:07,0:41:53,incoming
12431,325-139-4088,340-659-7071,3/23/2018 10:30,3/23/2018 10:30,0:00:00,missed call
12432,263-435-6327,796-387-5648,12/6/2018 8:18,12/6/2018 9:12,0:53:09,outgoing
12433,340-659-7071,982-776-6449,5/26/2018 12:19,5/26/2018 12:46,0:26:27,outgoing
12434,325-139-4088,206-578-3516,4/19/2018 22:26,4/19/2018 22:40,0:14:29,outgoing
12435,982-776-6449,930-883-1524,9/22/2017 6:39,9/22/2017 6:39,0:00:00,missed call
12436,796-387-5648,325-139-4088,3/23/2019 14:18,3/23/2019 14:44,0:25:28,outgoing
12437,767-924-6502,263-435-6327,9/21/2018 1:08,9/21/2018 1:10,0:02:39,incoming
12438,796-387-5648,206-578-3516,5/28/2017 11:29,5/28/2017 11:53,0:23:45,incoming
12439,796-387-5648,325-139-4088,7/31/2017 4:26,7/31/2017 4:48,0:22:19,outgoing
12440,767-924-6502,796-387-5648,5/1/2018 7:46,5/1/2018 8:02,0:16:19,incoming
12441,930-883-1524,982-776-6449,11/8/2017 10:23,11/8/2017 11:11,0:48:40,outgoing
12442,206-578-3516,928-557-7876,11/22/2017 10:25,11/22/2017 10:57,0:31:36,outgoing
12443,796-387-5648,263-435-6327,10/13/2018 6:16,10/13/2018 6:16,0:00:00,missed call
12444,325-139-4088,796-387-5648,5/23/2018 1:29,5/23/2018 1:29,0:00:00,missed call
12445,206-578-3516,340-659-7071,4/24/2018 9:30,4/24/2018 10:15,0:44:29,outgoing
12446,982-776-6449,325-139-4088,3/25/2019 6:50,3/25/2019 7:29,0:38:45,incoming
12447,928-557-7876,206-578-3516,6/13/2017 4:25,6/13/2017 5:00,0:34:28,outgoing
12448,982-776-6449,796-387-5648,5/31/2018 12:31,5/31/2018 13:12,0:41:04,outgoing
12449,206-578-3516,340-659-7071,2/26/2019 16:05,2/26/2019 16:24,0:18:58,incoming
12450,206-578-3516,928-557-7876,2/21/2018 7:10,2/21/2018 7:10,0:00:00,missed call
12451,340-659-7071,930-883-1524,12/9/2017 17:19,12/9/2017 17:19,0:00:00,missed call
12452,928-557-7876,140-766-7286,2/15/2019 5:39,2/15/2019 5:39,0:00:00,missed call
12453,796-387-5648,982-776-6449,3/21/2017 2:47,3/21/2017 3:22,0:34:33,incoming
12454,263-435-6327,140-766-7286,12/6/2017 3:32,12/6/2017 4:26,0:54:02,outgoing
12455,206-578-3516,928-557-7876,5/29/2018 20:13,5/29/2018 20:40,0:27:22,incoming
12456,982-776-6449,767-924-6502,4/12/2019 23:52,4/13/2019 0:15,0:23:08,incoming
12457,982-776-6449,325-139-4088,12/29/2018 12:18,12/29/2018 13:05,0:46:21,incoming
12458,325-139-4088,263-435-6327,6/5/2017 12:38,6/5/2017 12:38,0:00:00,missed call
12459,796-387-5648,982-776-6449,7/12/2018 12:52,7/12/2018 13:21,0:28:35,incoming
12460,263-435-6327,982-776-6449,2/15/2018 0:34,2/15/2018 0:46,0:12:35,incoming
12461,930-883-1524,206-578-3516,3/17/2018 2:14,3/17/2018 2:14,0:00:00,missed call
12462,263-435-6327,140-766-7286,1/13/2018 1:51,1/13/2018 2:41,0:49:45,outgoing
12463,796-387-5648,930-883-1524,2/13/2018 15:30,2/13/2018 15:43,0:13:23,incoming
12464,930-883-1524,206-578-3516,6/19/2018 23:02,6/19/2018 23:13,0:10:53,incoming
12465,930-883-1524,982-776-6449,11/19/2018 16:46,11/19/2018 17:29,0:42:43,incoming
12466,928-557-7876,930-883-1524,11/14/2017 2:46,11/14/2017 2:46,0:00:00,missed call
12467,982-776-6449,767-924-6502,8/12/2018 11:42,8/12/2018 11:42,0:00:00,missed call
12468,982-776-6449,263-435-6327,7/5/2017 20:12,7/5/2017 20:55,0:43:34,incoming
12469,140-766-7286,982-776-6449,4/28/2017 4:32,4/28/2017 4:32,0:00:00,missed call
12470,206-578-3516,930-883-1524,7/4/2018 22:14,7/4/2018 22:16,0:01:42,outgoing
12471,767-924-6502,140-766-7286,9/5/2018 9:14,9/5/2018 9:14,0:00:21,incoming
12472,140-766-7286,767-924-6502,3/4/2017 7:07,3/4/2017 7:11,0:04:48,incoming
12473,140-766-7286,206-578-3516,4/9/2019 10:54,4/9/2019 11:22,0:28:30,outgoing
12474,340-659-7071,325-139-4088,6/28/2017 21:00,6/28/2017 21:00,0:00:00,missed call
12475,263-435-6327,930-883-1524,10/22/2018 0:25,10/22/2018 0:38,0:13:26,incoming
12476,325-139-4088,767-924-6502,9/11/2017 21:56,9/11/2017 21:58,0:01:56,outgoing
12477,928-557-7876,796-387-5648,12/23/2017 23:00,12/23/2017 23:00,0:00:00,missed call
12478,796-387-5648,982-776-6449,11/5/2017 13:03,11/5/2017 13:03,0:00:00,missed call
12479,930-883-1524,982-776-6449,2/2/2018 23:36,2/2/2018 23:38,0:01:54,incoming
12480,982-776-6449,767-924-6502,5/15/2019 6:53,5/15/2019 6:53,0:00:00,missed call
12481,796-387-5648,340-659-7071,5/9/2019 2:20,5/9/2019 2:20,0:00:00,missed call
12482,263-435-6327,930-883-1524,1/15/2017 21:40,1/15/2017 21:40,0:00:00,missed call
12483,340-659-7071,928-557-7876,4/5/2019 12:27,4/5/2019 12:50,0:23:10,incoming
12484,325-139-4088,140-766-7286,7/13/2018 12:22,7/13/2018 12:22,0:00:00,missed call
12485,982-776-6449,767-924-6502,9/5/2018 0:58,9/5/2018 1:53,0:55:48,incoming
12486,206-578-3516,340-659-7071,10/27/2018 20:28,10/27/2018 21:04,0:36:09,incoming
12487,140-766-7286,206-578-3516,9/24/2017 17:28,9/24/2017 17:59,0:31:18,outgoing
12488,796-387-5648,206-578-3516,3/24/2018 8:00,3/24/2018 8:32,0:31:43,outgoing
12489,263-435-6327,206-578-3516,12/6/2017 14:28,12/6/2017 15:15,0:46:14,incoming
12490,982-776-6449,930-883-1524,10/13/2018 20:15,10/13/2018 20:15,0:00:00,missed call
12491,340-659-7071,206-578-3516,1/24/2018 1:26,1/24/2018 2:02,0:35:45,incoming
12492,206-578-3516,140-766-7286,5/11/2018 22:56,5/11/2018 23:37,0:40:46,incoming
12493,930-883-1524,140-766-7286,7/16/2017 22:16,7/16/2017 22:16,0:00:00,missed call
12494,930-883-1524,928-557-7876,2/25/2017 23:40,2/25/2017 23:40,0:00:00,missed call
12495,263-435-6327,206-578-3516,3/9/2018 21:31,3/9/2018 21:31,0:00:00,missed call
12496,206-578-3516,263-435-6327,6/5/2017 20:54,6/5/2017 21:19,0:25:51,outgoing
12497,140-766-7286,982-776-6449,1/15/2019 10:48,1/15/2019 11:31,0:43:26,incoming
12498,928-557-7876,796-387-5648,1/10/2017 1:06,1/10/2017 1:09,0:02:51,incoming
12499,206-578-3516,767-924-6502,1/12/2017 17:04,1/12/2017 17:04,0:00:00,missed call
12500,767-924-6502,325-139-4088,12/4/2017 5:23,12/4/2017 5:23,0:00:00,missed call
12501,263-435-6327,767-924-6502,6/30/2017 8:08,6/30/2017 8:08,0:00:00,missed call
12502,325-139-4088,767-924-6502,9/20/2018 16:11,9/20/2018 16:11,0:00:00,missed call
12503,206-578-3516,325-139-4088,8/10/2017 11:32,8/10/2017 11:32,0:00:00,missed call
12504,796-387-5648,767-924-6502,8/18/2018 8:24,8/18/2018 8:33,0:08:11,incoming
12505,340-659-7071,982-776-6449,3/24/2019 11:18,3/24/2019 12:03,0:44:40,outgoing
12506,930-883-1524,767-924-6502,10/1/2018 3:52,10/1/2018 4:41,0:49:28,outgoing
12507,928-557-7876,140-766-7286,3/10/2017 6:32,3/10/2017 7:01,0:29:03,outgoing
12508,767-924-6502,928-557-7876,4/24/2019 10:24,4/24/2019 11:01,0:37:36,incoming
12509,206-578-3516,140-766-7286,3/21/2018 5:24,3/21/2018 5:50,0:26:33,outgoing
12510,796-387-5648,767-924-6502,3/18/2017 19:54,3/18/2017 20:49,0:55:19,incoming
12511,140-766-7286,767-924-6502,11/23/2018 11:56,11/23/2018 12:01,0:05:30,incoming
12512,930-883-1524,140-766-7286,12/9/2018 9:27,12/9/2018 9:27,0:00:00,missed call
12513,928-557-7876,796-387-5648,1/13/2017 6:41,1/13/2017 6:41,0:00:00,missed call
12514,340-659-7071,796-387-5648,3/30/2019 10:36,3/30/2019 10:56,0:20:23,incoming
12515,796-387-5648,263-435-6327,7/20/2018 16:12,7/20/2018 16:19,0:07:21,outgoing
12516,340-659-7071,263-435-6327,1/19/2019 12:11,1/19/2019 12:33,0:21:38,outgoing
12517,928-557-7876,263-435-6327,3/2/2018 1:10,3/2/2018 1:30,0:19:07,incoming
12518,928-557-7876,263-435-6327,2/21/2017 5:54,2/21/2017 5:54,0:00:00,missed call
12519,206-578-3516,340-659-7071,4/23/2018 13:06,4/23/2018 13:35,0:29:02,outgoing
12520,767-924-6502,263-435-6327,1/19/2018 0:17,1/19/2018 0:17,0:00:00,missed call
12521,325-139-4088,930-883-1524,9/16/2018 4:19,9/16/2018 4:35,0:16:32,outgoing
12522,263-435-6327,767-924-6502,3/21/2018 0:09,3/21/2018 0:38,0:29:19,outgoing
12523,796-387-5648,140-766-7286,7/1/2017 4:07,7/1/2017 4:07,0:00:00,missed call
12524,796-387-5648,982-776-6449,12/30/2017 5:11,12/30/2017 5:12,0:01:24,incoming
12525,767-924-6502,206-578-3516,5/16/2018 0:21,5/16/2018 0:25,0:03:58,incoming
12526,263-435-6327,325-139-4088,5/11/2018 11:59,5/11/2018 12:56,0:56:59,outgoing
12527,767-924-6502,796-387-5648,1/23/2018 9:49,1/23/2018 10:02,0:13:04,incoming
12528,767-924-6502,140-766-7286,8/26/2017 18:54,8/26/2017 19:14,0:19:39,incoming
12529,263-435-6327,340-659-7071,1/15/2019 19:34,1/15/2019 20:06,0:31:48,outgoing
12530,767-924-6502,982-776-6449,4/8/2018 12:52,4/8/2018 12:52,0:00:00,missed call
12531,263-435-6327,325-139-4088,7/27/2018 18:28,7/27/2018 18:28,0:00:00,missed call
12532,325-139-4088,206-578-3516,11/29/2018 23:38,11/29/2018 23:40,0:01:57,incoming
12533,930-883-1524,796-387-5648,2/21/2019 15:36,2/21/2019 16:34,0:58:02,incoming
12534,767-924-6502,140-766-7286,12/15/2017 7:51,12/15/2017 7:51,0:00:00,missed call
12535,140-766-7286,767-924-6502,10/13/2017 8:33,10/13/2017 9:08,0:35:35,incoming
12536,982-776-6449,930-883-1524,3/14/2019 0:56,3/14/2019 1:12,0:16:08,incoming
12537,206-578-3516,796-387-5648,4/6/2018 8:53,4/6/2018 9:51,0:57:45,incoming
12538,206-578-3516,325-139-4088,10/27/2018 3:29,10/27/2018 4:18,0:48:29,incoming
12539,928-557-7876,982-776-6449,7/22/2018 22:06,7/22/2018 22:56,0:49:20,outgoing
12540,263-435-6327,206-578-3516,3/26/2019 23:53,3/27/2019 0:01,0:07:21,incoming
12541,140-766-7286,796-387-5648,4/6/2019 1:28,4/6/2019 2:19,0:50:55,incoming
12542,982-776-6449,796-387-5648,7/5/2017 11:51,7/5/2017 12:04,0:12:06,incoming
12543,325-139-4088,928-557-7876,1/13/2018 20:31,1/13/2018 20:31,0:00:00,missed call
12544,140-766-7286,340-659-7071,2/20/2019 3:11,2/20/2019 3:49,0:38:02,incoming
12545,928-557-7876,982-776-6449,2/2/2018 3:02,2/2/2018 3:02,0:00:00,missed call
12546,340-659-7071,767-924-6502,6/23/2017 22:52,6/23/2017 23:00,0:08:34,outgoing
12547,767-924-6502,140-766-7286,4/26/2018 3:03,4/26/2018 3:03,0:00:00,missed call
12548,796-387-5648,325-139-4088,8/4/2018 3:05,8/4/2018 3:29,0:23:45,incoming
12549,263-435-6327,325-139-4088,3/19/2018 22:21,3/19/2018 22:21,0:00:00,missed call
12550,767-924-6502,982-776-6449,8/13/2017 16:00,8/13/2017 16:57,0:57:30,outgoing
